timestamp,open,high,low,close,volume,close_normalized
2024-12-08 03:00:00,100135.0,100264.1,99904.5,99935.6,25.52776955,0.46431032151297236
2024-12-08 04:00:00,99935.7,100033.8,99700.1,99757.2,29.8062662,0.4528226559431282
2024-12-08 05:00:00,99757.2,99785.4,99355.8,99540.5,31.80488652,0.4388687482694451
2024-12-08 06:00:00,99540.6,99810.8,99333.3,99672.8,45.29777767,0.4473879083304896
2024-12-08 07:00:00,99672.8,99859.3,99625.6,99673.7,21.90292039,0.4474458618002922
2024-12-08 08:00:00,99673.7,99684.3,98952.7,98970.6,51.13595659,0.40217132333528705
2024-12-08 09:00:00,98970.5,99304.3,98669.6,98888.9,78.9916212,0.39691043613205634
2024-12-08 10:00:00,98888.9,99395.9,98881.2,99238.5,33.09215704,0.4194221395133197
2024-12-08 11:00:00,99238.4,99825.6,99119.6,99693.4,35.46178912,0.44871439886153597
2024-12-08 12:00:00,99693.4,100199.8,99450.9,99920.7,56.58775978,0.4633508696240107
2024-12-08 13:00:00,99920.6,100518.9,99807.0,100390.0,71.7907364,0.49357038448907586
2024-12-08 14:00:00,100397.6,100421.0,99720.2,99721.9,59.07463914,0.45054959207196504
2024-12-08 15:00:00,99721.9,99969.5,99346.6,99914.5,88.31472452,0.46295163460981226
2024-12-08 16:00:00,99914.6,100125.1,99723.8,99829.5,67.79316541,0.4574782513506379
2024-12-08 17:00:00,99829.5,100013.2,99621.4,99942.2,46.25632853,0.46473531362486065
2024-12-08 18:00:00,99948.5,100006.9,99565.5,99658.8,35.85292515,0.4464864099113315
2024-12-08 19:00:00,99658.9,100181.3,99471.1,100093.3,44.89727847,0.4744650572773463
2024-12-08 20:00:00,100093.4,100160.2,99798.1,99798.1,35.15180615,0.45545631918195506
2024-12-08 21:00:00,99796.9,100071.3,99734.7,100030.0,32.7142199,0.4703889965678668
2024-12-08 22:00:00,100029.3,100269.0,99869.1,100222.2,43.58035628,0.48276528200802327
2024-12-08 23:00:00,100222.3,101359.3,100082.2,101106.5,146.96184674,0.5397077857267044
2024-12-09 00:00:00,101106.6,101211.1,99330.8,99668.6,188.60343835,0.44711745880474235
2024-12-09 01:00:00,99662.6,99860.2,99395.6,99531.7,58.85026287,0.4383020921202598
2024-12-09 02:00:00,99531.7,99722.3,99009.4,99214.2,60.51111476,0.4178573958286379
2024-12-09 03:00:00,99206.5,99371.2,98456.3,99100.0,71.21065605,0.4105037444380768
2024-12-09 04:00:00,99099.9,99455.1,98781.8,99431.4,56.13092792,0.4318434998744339
2024-12-09 05:00:00,99431.5,99538.3,99315.0,99427.0,39.55227454,0.4315601717998417
2024-12-09 06:00:00,99427.0,99466.9,98857.7,99039.0,49.88896294,0.4065757870403164
2024-12-09 07:00:00,99039.0,99735.0,98333.2,99574.9,110.22556281,0.4410838586708047
2024-12-09 08:00:00,99575.0,99683.1,98793.1,98898.4,89.48949879,0.39752216720219935
2024-12-09 09:00:00,98898.4,99102.8,98400.1,98400.2,81.07772958,0.36544170202901527
2024-12-09 10:00:00,98400.2,98777.0,98272.4,98706.0,84.7780159,0.385133003213198
2024-12-09 11:00:00,98706.0,98706.0,98039.2,98083.2,93.81699719,0.34502920210950616
2024-12-09 12:00:00,98083.3,98617.8,97956.2,98604.3,67.5494983,0.3785842611254566
2024-12-09 13:00:00,98602.3,99225.8,98232.1,99008.3,67.42727532,0.4045989297925912
2024-12-09 14:00:00,99008.4,100455.3,98847.5,100152.4,193.89213733,0.4782706684610775
2024-12-09 15:00:00,100152.5,100428.4,97515.0,97800.7,329.46773902,0.32683825186577964
2024-12-09 16:00:00,97805.1,98393.4,97451.2,97831.1,136.99339094,0.32879579129023784
2024-12-09 17:00:00,97831.0,98237.8,97319.6,97365.2,88.02659959,0.29879521175553925
2024-12-09 18:00:00,97365.3,98250.0,97356.6,97771.0,94.2441234,0.32492578736228006
2024-12-09 19:00:00,97777.4,97777.4,96988.1,97062.6,118.91451829,0.2793099673528791
2024-12-09 20:00:00,97062.6,97332.7,96114.5,96241.5,238.71853999,0.22643708506925445
2024-12-09 21:00:00,96241.6,97560.4,93867.2,96895.3,808.01398552,0.2685370612439393
2024-12-09 22:00:00,96895.3,97378.2,94847.6,96978.7,312.92782523,0.2739074161123523
2024-12-09 23:00:00,96985.4,97532.3,96714.0,97272.9,100.42237984,0.292851761463518
2024-12-10 00:00:00,97273.0,98142.8,96989.3,97867.8,122.6435134,0.33115900500331646
2024-12-10 01:00:00,97867.8,98065.0,97469.1,97946.7,65.24344337,0.3362395925227144
2024-12-10 02:00:00,97946.7,97946.7,96619.4,96665.0,91.14596672,0.25370741224878784
2024-12-10 03:00:00,96664.0,96944.1,95564.7,96926.3,242.93291879,0.27053323631493226
2024-12-10 04:00:00,96926.2,97119.9,95892.6,97026.3,144.25028095,0.27697251073749035
2024-12-10 05:00:00,97030.8,97051.9,96506.0,96940.9,73.53683832,0.2714733703806252
2024-12-10 06:00:00,96940.9,97502.9,96805.7,97457.6,64.62569162,0.30474510132198346
2024-12-10 07:00:00,97457.7,97488.4,96893.2,97202.0,55.13450444,0.2882863158979247
2024-12-10 08:00:00,97202.0,97527.1,96933.1,97382.6,41.10212086,0.29991564550506494
2024-12-10 09:00:00,97382.5,98090.1,97220.6,97493.5,120.11890137,0.30705680083968145
2024-12-10 10:00:00,97493.6,97860.5,97493.5,97691.7,61.82680142,0.31981944274519136
2024-12-10 11:00:00,97691.8,97923.0,97430.1,97716.6,45.95265016,0.3214228220764089
2024-12-10 12:00:00,97716.7,97838.4,96840.0,97143.6,127.33248937,0.28452577963515113
2024-12-10 13:00:00,97151.2,97928.9,97120.1,97730.4,94.22607691,0.3223114419467211
2024-12-10 14:00:00,97730.4,98266.3,97143.6,97808.3,152.59717515,0.3273276367218944
2024-12-10 15:00:00,97808.2,98099.9,95600.1,95654.3,264.91005187,0.18862566565999364
2024-12-10 16:00:00,95654.4,96533.6,94500.0,96319.7,439.84103299,0.23147259766769465
2024-12-10 17:00:00,96314.5,96398.8,94413.5,94495.3,389.03608496,0.11399447510254565
2024-12-10 18:00:00,94495.3,95515.4,94250.1,95106.1,201.68745879,0.1533255632755305
2024-12-10 19:00:00,95129.0,96160.0,94978.7,95848.7,120.88321292,0.20114361513744616
2024-12-10 20:00:00,95848.8,96697.0,95614.1,96442.5,121.71639962,0.23938002665859615
2024-12-10 21:00:00,96434.1,97198.4,96376.5,96845.2,152.58664266,0.2653109847582373
2024-12-10 22:00:00,96853.5,97089.8,96572.6,96833.5,78.86845497,0.2645575896507982
2024-12-10 23:00:00,96833.5,97128.7,96426.0,96582.1,81.62543148,0.24836925375248758
2024-12-11 00:00:00,96582.2,96835.0,95798.1,96403.1,117.89788624,0.23684295253610865
2024-12-11 01:00:00,96407.1,96626.0,95634.2,95747.2,126.02415355,0.19460775159854973
2024-12-11 02:00:00,95747.2,97440.3,95677.0,97208.6,110.60227052,0.28871130800981387
2024-12-11 03:00:00,97199.6,97622.9,97113.9,97401.0,71.12863253,0.30110047199881523
2024-12-11 04:00:00,97401.0,97595.2,97178.7,97545.1,49.17518379,0.31037946644172176
2024-12-11 05:00:00,97549.3,97700.0,97302.2,97479.5,45.18647559,0.3061553024205233
2024-12-11 06:00:00,97488.2,97750.0,97392.6,97674.0,33.5864634,0.31867969117239875
2024-12-11 07:00:00,97674.1,97777.0,97252.0,97327.1,36.76986925,0.2963418482005452
2024-12-11 08:00:00,97327.2,98467.4,97307.3,98100.8,83.43746971,0.34616251440787676
